cluster_id,obj_or_subj,key_word,argument,dependency,sentence
313,subj,counted,he,nsubj,"there was somethin ' goin ' on that night he had n't counted on -- i dunno what it was , no one does -- but somethin ' about you stumped him , all right . ''"
313,subj,flying,him,nsubj,"they settled down in the boat , harry still staring at hagrid , trying to imagine him flying ."
314,obj,bring,harry,dobj,`` i 've come to bring harry to his aunt and uncle .
314,subj,spoke,aunt,nsubj,"his aunt and uncle never spoke about them , and of course he was forbidden to ask questions ."
314,subj,furious,aunt,nsubj,"now he came to think about it ... every odd thing that had ever made his aunt and uncle furious with him had happened when he , harry , had been upset or angry ... chased by dudley 's gang , he had somehow found himself out of their reach ... dreading going to school with that ridiculous haircut , he 'd managed to make it grow back ... and the very last time dudley had hit him , had n't he got his revenge , without even realizing he was doing it ?"
315,subj,told,who,nsubj,"i suppose it was he who told you i 'd be here , by the way ? ''"
315,subj,starting,who,nsubj,"he was careful to walk a little way apart from the dursleys so that dudley and piers , who were starting to get bored with the animals by lunchtime , would n't fall back on their favorite hobby of hitting him ."
315,subj,would,who,nsubj,who would ?
315,subj,listen,who,nsubj,"harry and dudley promptly had a furious but silent fight over who would listen at the keyhole ; dudley won , so harry , his glasses dangling from one ear , lay flat on his stomach to listen at the crack between door and floor ."
315,subj,saw,who,nsubj,i was the only one who saw her for what she was -- a freak !
315,subj,ter,who,nsubj,"did n't know who ter trust , did n't dare get friendly with strange wizards or witches ... terrible things happened ."
316,subj,survive,harry,nsubj,it 's just astounding ... of all the things to stop him ... but how in the name of heaven did harry survive ? ''
319,subj,killed,he,nsubjpass,`` after all he 's done ... all the people he 's killed ... he could n't kill a little boy ?
319,subj,kill,people,nsubj,`` after all he 's done ... all the people he 's killed ... he could n't kill a little boy ?
320,subj,knows,one,nsubj,"no one knows why , or how , but they 're saying that when he could n't kill harry potter , voldemort 's power somehow broke -- and that 's why he 's gone ."
320,subj,saw,one,nsubj,"what came next happened so fast no one saw how it happened -- one second , piers and dudley were leaning right up close to the glass , the next , they had leapt back with howls of horror ."
320,subj,written,one,nsubj,"no one , ever , in his whole life , had written to him ."
320,subj,go,one,nsubj,"after burning all the letters , he got out a hammer and nails and boarded up the cracks around the front and back doors so no one could go out ."
321,obj,kill,boy,dobj,he could n't kill that little boy .
322,obj,kill,son,dobj,"they 're saying he tried to kill the potter 's son , harry ."
323,obj,stand,it,dobj,`` but i c-c-ca n't stand it -- lily an ' james dead -- an ' poor little harry off ter live with muggles - ''
325,subj,saying,everyone,nsubj,"it was plain that whatever `` everyone '' was saying , she was not going to believe it until dumbledore told her it was true ."
327,subj,saying,everyone,nsubj,you know what everyone 's saying ?
328,subj,knows,everyone,nsubj,"everyone knows you 're the only one you-know- oh , all right , voldemort , was frightened of . ''"
328,subj,hit,everyone,nsubjpass,"after a minute of confused fighting , in which everyone got hit a lot by the smelting stick , uncle vernon straightened up , gasping for breath , with harry 's letter clutched in his hand ."
333,subj,celebrating,everyone,nsubj,"`` oh yes , everyone 's celebrating , all right , '' she said impatiently ."
334,obj,leave,me,dobj,"`` you could just leave me here , '' harry put in hopefully ( he 'd be able to watch what he wanted on television for a change and maybe even have a go on dudley 's computer ) ."
336,subj,wearing,who,nsubj,instead he was smiling at a rather severe-looking woman who was wearing square glasses exactly the shape of the markings the cat had had around its eyes .
336,subj,wearing,she,nsubj,"she , too , was wearing a cloak , an emerald one ."
336,subj,looked,she,nsubj,she looked distinctly ruffled .
336,subj,asked,she,nsubj,she asked .
336,subj,jerked,she,nsubj,she jerked her head back at the dursleys ' dark living-room window .
336,subj,threw,she,nsubj,"she threw a sharp , sideways glance at dumbledore here , as though hoping he was going to tell her something , but he did n't , so she went on ."
337,obj,clicked,outer,dobj,"twelve times he clicked the put-outer , until the only lights left on the whole street were two tiny pinpricks in the distance , which were the eyes of the cat watching him ."
338,subj,went,lamp,nsubj,the nearest street lamp went out with a little pop .
341,obj,amuse,him,dobj,"for some reason , the sight of the cat seemed to amuse him ."
341,obj,persuade,people,dobj,all this 'you- know-who ' nonsense -- for eleven years i have been trying to persuade people to call him by his proper name : voldemort . ''
341,obj,stopped,him,dobj,about what finally stopped him ? ''
341,obj,stop,him,dobj,it 's just astounding ... of all the things to stop him ... but how in the name of heaven did harry survive ? ''
341,obj,understand,him,dobj,these people will never understand him !
341,subj,appeared,man,nsubj,"a man appeared on the corner the cat had been watching , appeared so suddenly and silently you 'd have thought he 'd just popped out of the ground ."
341,subj,popped,he,nsubj,"a man appeared on the corner the cat had been watching , appeared so suddenly and silently you 'd have thought he 'd just popped out of the ground ."
341,subj,wearing,he,nsubj,"he was wearing long robes , a purple cloak that swept the ground , and high-heeled , buckled boots ."
341,subj,arrived,he,nsubj,albus dumbledore did n't seem to realize that he had just arrived in a street where everything from his name to his boots was unwelcome .
341,subj,seem,he,nsubj,"but he did seem to realize he was being watched , because he looked up suddenly at the cat , which was still staring at him from the other end of the street ."
341,subj,found,he,nsubj,he found what he was looking for in his inside pocket .
341,subj,looking,he,nsubj,he found what he was looking for in his inside pocket .
341,subj,flicked,he,nsubj,"he flicked it open , held it up in the air , and clicked it ."
341,subj,clicked,he,nsubj,he clicked it again -- the next lamp flickered into darkness .
341,subj,going,he,nsubj,"she threw a sharp , sideways glance at dumbledore here , as though hoping he was going to tell her something , but he did n't , so she went on ."
341,subj,said,he,nsubj,i know ... '' he said heavily .
341,subj,tried,he,nsubj,"they 're saying he tried to kill the potter 's son , harry ."
341,subj,kill,he,nsubj,"no one knows why , or how , but they 're saying that when he could n't kill harry potter , voldemort 's power somehow broke -- and that 's why he 's gone ."
341,subj,gone,he,nsubjpass,"no one knows why , or how , but they 're saying that when he could n't kill harry potter , voldemort 's power somehow broke -- and that 's why he 's gone ."
341,subj,tend,he,nsubj,he does tend to -- what was that ? ''
348,obj,affect,them,dobj,he could n't see how he and petunia could get mixed up in anything that might be going on -- he yawned and turned over -- it could n't affect them ... .
348,obj,understand,them,dobj,"the dursleys often spoke about harry like this , as though he was n't there -- or rather , as though he was something very nasty that could n't understand them , like a slug ."
348,obj,telling,them,dobj,"as far as harry had seen , the snake had n't done anything except snap playfully at their heels as it passed , but by the time they were all back in uncle vernon 's car , dudley was telling them how it had nearly bitten off his leg , while piers was swearing it had tried to squeeze him to death ."
348,obj,drove,them,dobj,"he drove them into the middle of a forest , got out , looked around , shook his head , got back in the car , and off they went again ."
348,obj,locked,them,dobj,"uncle vernon had parked at the coast , locked them all inside the car , and disappeared ."
348,obj,reaching,them,dobj,obviously he thought nobody stood a chance of reaching them here in a storm to deliver mail .
348,obj,kept,them,dobj,"harry 's eyes stung as the cold air rushed past them , but he kept them wide open ."
348,obj,eat,them,dobj,he bought harry a hamburger and they sat down on plastic seats to eat them .
348,subj,went,they,nsubj,he did n't say another word on the subject as they went upstairs to bed .
348,subj,related,they,nsubjpass,"if it did ... if it got out that they were related to a pair of -- well , he did n't think he could bear it ."
348,subj,looked,they,nsubj,it grew steadily louder as they looked up and down the street for some sign of a headlight ; it swelled to a roar as they both looked up at the sky -- and a huge motorcycle fell out of the air and landed on the road in front of them .
348,subj,looked,they,nsubj,it grew steadily louder as they looked up and down the street for some sign of a headlight ; it swelled to a roar as they both looked up at the sky -- and a huge motorcycle fell out of the air and landed on the road in front of them .
348,subj,go,we,nsubj,we may as well go and join the celebrations . ''
348,subj,left,they,nsubj,"his aunt and uncle had n't been able to think of anything else to do with him , but before they 'd left , uncle vernon had taken harry aside ."
348,subj,hated,dursleys,nsubj,"if there was one thing the dursleys hated even more than his asking questions , it was his talking about anything acting in a way it should n't , no matter if it was in a dream or even a cartoon -- they seemed to think he might get dangerous ideas ."
348,subj,seemed,they,nsubj,"if there was one thing the dursleys hated even more than his asking questions , it was his talking about anything acting in a way it should n't , no matter if it was in a dream or even a cartoon -- they seemed to think he might get dangerous ideas ."
348,subj,watched,they,nsubj,"it was n't bad , either , harry thought , licking it as they watched a gorilla scratching its head who looked remarkably like dudley , except that it was n't blond ."
348,subj,ate,they,nsubj,"they ate in the zoo restaurant , and when dudley had a tantrum because his knickerbocker glory did n't have enough ice cream on top , uncle vernon bought him another one and harry was allowed to finish the first ."
348,subj,went,they,nsubj,after lunch they went to the reptile house .
348,subj,write,we,nsubj,should we write back ?
348,subj,want,we,nsubj,tell them we do n't want -- ''
348,subj,swear,we,nsubj,did n't we swear when we took him in we 'd stamp out that dangerous nonsense ? ''
348,subj,stamp,we,nsubj,did n't we swear when we took him in we 'd stamp out that dangerous nonsense ? ''
348,subj,think,we,nsubj,your aunt and i have been thinking ... you 're really getting a bit big for it ... we think it might be nice if you moved into dudley 's second bedroom .
348,subj,going,we,nsubj,we 're going away .
348,subj,wrenched,they,nsubj,"ten minutes later they had wrenched their way through the boarded-up doors and were in the car , speeding toward the highway ."
348,subj,drove,they,nsubj,they drove .
348,subj,drove,they,nsubj,and they drove .
348,subj,going,they,nsubj,even aunt petunia did n't dare ask where they were going .
348,subj,stop,they,nsubj,they did n't stop to eat or drink all day .
348,subj,ate,they,nsubj,they ate stale cornflakes and cold tinned tomatoes on toast for breakfast the next day .
348,subj,finished,they,nsubj,they had just finished when the owner of the hotel came over to their table .
348,subj,read,they,nsubj,she held up a letter so they could read the green ink address :
348,subj,went,they,nsubj,"he drove them into the middle of a forest , got out , looked around , shook his head , got back in the car , and off they went again ."
348,subj,reached,they,nsubj,"after what seemed like hours they reached the rock , where uncle vernon , slipping and sliding , led the way to the broken-down house ."
348,subj,knocked,they,nsubj,they knocked again .
348,subj,knew,they,nsubj,"he was holding a rifle in his hands -- now they knew what had been in the long , thin package he had brought with them ."
348,subj,await,we,nsubj,we await your owl by no later than july 31 .
348,subj,knew,we,nsubj,of course we knew !
348,subj,died,they,nsubj,you told me they died in a car crash ! ''
348,subj,passed,they,nsubj,"they passed book shops and music stores , hamburger restaurants and cinemas , but nowhere that looked as if it could sell you a magic wand ."
348,subj,climbed,they,nsubj,they climbed in -- hagrid with some difficulty -- and were off .
348,subj,hurtled,they,nsubj,at first they just hurtled through a maze of twisting passages .
348,subj,keep,we,nsubj,"right , that should be enough fer a couple o ' terms , we 'll keep the rest safe for yeh . ''"
348,subj,going,they,nsubj,they were going even deeper now and gathering speed .
348,subj,hurtled,they,nsubj,the air became colder and colder as they hurtled round tight corners .
348,subj,went,they,nsubj,"they went rattling over an underground ravine , and harry leaned over the side to try to see what was down at the dark bottom , but hagrid groaned and pulled him back by the scruff of his neck ."
348,subj,left,they,nsubj,"when they had left the shop , he said , `` hagrid , what 's quidditch ? ''"
348,subj,bought,they,nsubj,they bought harry 's school books in a shop called flourish and blotts where the shelves were stacked to the ceiling with books as large as paving stones bound in leather ; books the size of postage stamps in covers of silk ; books full of peculiar symbols and a few books with nothing in them at all .
348,subj,visited,they,nsubj,"then they visited the apothecary , which was fascinating enough to make up for its horrible smell , a mixture of bad eggs and rotted cabbages ."
348,subj,left,they,nsubj,"twenty minutes later , they left eeylops owl emporium , which had been dark and full of rustling and flickering , jewel-bright eyes ."
348,subj,stepped,they,nsubj,a tinkling bell rang somewhere in the depths of the shop as they stepped inside .
348,subj,use,we,nsubj,"we use unicorn hairs , phoenix tail feathers , and the heartstrings of dragons ."
348,subj,find,we,nsubj,"not to worry , we 'll find the perfect match here somewhere -- i wonder , now - - yes , why not -- unusual combination -- holly and phoenix feather , eleven inches , nice and supple . ''"
348,subj,walked,they,nsubj,"harry did n't speak at all as they walked down the road ; he did n't even notice how much people were gawking at them on the underground , laden as they were with all their funny-shaped packages , with the snowy owl asleep in its cage on harry 's lap ."
348,subj,sat,they,nsubj,he bought harry a hamburger and they sat down on plastic seats to eat them .
348,subj,speak,they,nsubj,"true , dudley was now so scared of harry he would n't stay in the same room , while aunt petunia and uncle vernon did n't shut harry in his cupboard , force him to do anything , or shout at him -- in fact , they did n't speak to him at all ."
348,subj,acted,they,nsubj,"half terrified , half furious , they acted as though any chair with harry in it were empty ."
348,subj,going,we,nsubj,"we 're going up to london tomorrow anyway , or i would n't bother . ''"
348,subj,reached,they,nsubj,they reached king 's cross at half past ten .
351,obj,shooting,stars,dobj,shooting stars all over britain ?
357,subj,hunt,owls,nsubj,"although owls normally hunt at night and are hardly ever seen in daylight , there have been hundreds of sightings of these birds flying in every direction since sunrise ."
362,obj,disappeared,school,dobj,"oh , she got a letter just like that and disappeared off to that-that school-and came home every vacation with her pockets full of frog spawn , turning teacups into rats ."
364,obj,left,building,dobj,"he found it a lot harder to concentrate on drills that afternoon and when he left the building at five o'clock , he was still so worried that he walked straight into someone just outside the door ."
366,obj,seen,boy,dobj,he 'd never even seen the boy .
366,obj,told,me,dobj,i have n't blushed so much since madam pomfrey told me she liked my new earmuffs . ''
366,obj,told,her,dobj,"it was plain that whatever `` everyone '' was saying , she was not going to believe it until dumbledore told her it was true ."
366,obj,patted,her,dobj,dumbledore reached out and patted her on the shoulder .
366,obj,told,you,dobj,"i suppose it was he who told you i 'd be here , by the way ? ''"
366,obj,hiding,harry,dobj,she eyed his cloak suddenly as though she thought he might be hiding harry underneath it .
366,obj,took,harry,dobj,dumbledore took harry in his arms and turned toward the dursleys ' house .
366,obj,laid,harry,dobj,"he laid harry gently on the doorstep , took a letter out of his cloak , tucked it inside harry 's blankets , and then came back to the other two ."
366,obj,find,nephew,dobj,"nearly ten years had passed since the dursleys had woken up to find their nephew on the front step , but privet drive had hardly changed at all ."
366,obj,punched,him,dobj,he wore round glasses held together with a lot of scotch tape because of all the times dudley had punched him on the nose .
366,obj,took,him,dobj,"every year on dudley 's birthday , his parents took him and a friend out for the day , to adventure parks , hamburger restaurants , or the movies ."
366,obj,wanted,what,dobj,"`` you could just leave me here , '' harry put in hopefully ( he 'd be able to watch what he wanted on television for a change and maybe even have a go on dudley 's computer ) ."
366,obj,taken,harry,dobj,"his aunt and uncle had n't been able to think of anything else to do with him , but before they 'd left , uncle vernon had taken harry aside ."
366,obj,believe,him,dobj,but uncle vernon did n't believe him .
366,obj,laughed,himself,dobj,"dudley had laughed himself silly at harry , who spent a sleepless night imagining school the next day , where he was already laughed at for his baggy clothes and taped glasses ."
366,obj,force,him,dobj,"another time , aunt petunia had been trying to force him into a revolting old sweater of dudley 's ( brown with orange puff balls ) -- the harder she tried to pull it over his head , the smaller it seemed to become , until finally it might have fitted a hand puppet , but certainly would n't fit harry ."
366,obj,fit,harry,dobj,"another time , aunt petunia had been trying to force him into a revolting old sweater of dudley 's ( brown with orange puff balls ) -- the harder she tried to pull it over his head , the smaller it seemed to become , until finally it might have fitted a hand puppet , but certainly would n't fit harry ."
366,obj,chasing,him,dobj,"dudley 's gang had been chasing him as usual when , as much to harry 's surprise as anyone else 's , there he was sitting on the chimney ."
366,obj,telling,harry,dobj,the dursleys had received a very angry letter from harry 's headmistress telling them harry had been climbing school buildings .
366,obj,caught,him,dobj,harry supposed that the wind must have caught him in mid- jump .
366,obj,asked,harry,dobj,"the dursleys bought dudley and piers large chocolate ice creams at the entrance and then , because the smiling lady in the van had asked harry what he wanted before they could hurry him away , they bought him a cheap lemon ice pop ."
366,obj,hurry,him,dobj,"the dursleys bought dudley and piers large chocolate ice creams at the entrance and then , because the smiling lady in the van had asked harry what he wanted before they could hurry him away , they bought him a cheap lemon ice pop ."
366,obj,hitting,him,dobj,"he was careful to walk a little way apart from the dursleys so that dudley and piers , who were starting to get bored with the animals by lunchtime , would n't fall back on their favorite hobby of hitting him ."
366,obj,uncoiling,itself,dobj,"the great snake was uncoiling itself rapidly , slithering out onto the floor ."
366,obj,squeeze,him,dobj,"as far as harry had seen , the snake had n't done anything except snap playfully at their heels as it passed , but by the time they were all back in uncle vernon 's car , dudley was telling them how it had nearly bitten off his leg , while piers was swearing it had tried to squeeze him to death ."
366,obj,take,him,dobj,"when he had been younger , harry had dreamed and dreamed of some unknown relation coming to take him away , but it had never happened ; the dursleys were his only family ."
366,obj,know,him,dobj,yet sometimes he thought ( or maybe hoped ) that strangers in the street seemed to know him .
366,obj,asking,harry,dobj,"after asking harry furiously if he knew the man , aunt petunia had rushed them out of the shop without buying anything ."
366,obj,knew,man,dobj,"after asking harry furiously if he knew the man , aunt petunia had rushed them out of the shop without buying anything ."
366,obj,leaving,harry,dobj,"one day in july , aunt petunia took dudley to london to buy his smeltings uniform , leaving harry at mrs. figg 's ."
366,obj,trust,himself,dobj,harry did n't trust himself to speak .
366,obj,thought,it,dobj,"harry seriously doubted this , but thought it best not to argue ."
366,obj,handed,uncle,dobj,"he handed uncle vernon the bill and the postcard , sat down , and slowly began to open the yellow envelope ."
366,obj,snatch,it,dobj,"said harry , trying to snatch it back ."
366,obj,took,harry,dobj,"roared uncle vernon , and he took both harry and dudley by the scruffs of their necks and threw them into the hall , slamming the kitchen door behind them ."
366,obj,took,him,dobj,did n't we swear when we took him in we 'd stamp out that dangerous nonsense ? ''
366,obj,visited,harry,dobj,"that evening when he got back from work , uncle vernon did something he 'd never done before ; he visited harry in his cupboard ."
366,obj,snapped,uncle,dobj,snapped his uncle .
366,obj,took,harry,dobj,it only took harry one trip upstairs to move everything he owned from the cupboard to this room .
366,obj,put,which,dobj,"the month-old video camera was lying on top of a small , working tank dudley had once driven over the next door neighbor 's dog ; in the corner was dudley 's first-ever television set , which he 'd put his foot through when his favorite program had been canceled ; there was a large birdcage , which had once held a parrot that dudley had swapped at school for a real air rifle , which was up on a shelf with the end all bent because dudley had sat on it ."
366,obj,want,him,dobj,"from downstairs came the sound of dudley bawling at his mother , i do n't want him in there ..."
366,obj,told,him,dobj,he shouted at harry for about half an hour and then told him to go and make a cup of tea .
366,obj,asked,harry,dobj,dudley asked harry in amazement .
366,obj,caught,him,dobj,something came whizzing down the kitchen chimney as he spoke and caught him sharply on the back of the head .
366,obj,seized,harry,dobj,uncle vernon seized harry around the waist and threw him into the hall .
366,obj,threw,him,dobj,uncle vernon seized harry around the waist and threw him into the hall .
366,obj,want,you,dobj,i want you all back here in five minutes ready to leave .
366,obj,hit,him,dobj,"dudley was sniffling in the back seat ; his father had hit him round the head for holding them up while he tried to pack his television , vcr , and computer in his sports bag ."
366,obj,bought,what,dobj,"he was also carrying a long , thin package and did n't answer aunt petunia when she asked what he 'd bought ."
366,obj,cheer,him,dobj,"harry privately agreed , though the thought did n't cheer him up at all ."
366,obj,told,harry,dobj,"the lighted dial of dudley 's watch , which was dangling over the edge of the sofa on his fat wrist , told harry he 'd be eleven in ten minutes ' time ."
366,obj,thank,you,dobj,"he meant to say thank you , but the words got lost on the way to his mouth , and what he said instead was , `` who are you ? ''"
366,obj,doing,what,dobj,"he bent down over the fireplace ; they could n't see what he was doing but when he drew back a second later , there was a roaring fire there ."
366,obj,asked,harry,dobj,asked harry .
366,obj,forbid,you,dobj,i forbid you to tell the boy anything ! ''
366,obj,forbid,you,dobj,i forbid you ! ''
366,obj,told,me,dobj,you told me they died in a car crash ! ''
366,obj,got,'em,dobj,"got 'em , too -- some were afraid , some just wanted a bit o ' his power , 'cause he was gettin ' himself power , all right ."
366,obj,kill,you,dobj,"an ' then -- an ' this is the real myst'ry of the thing -- he tried to kill you , too ."
366,obj,remembered,it,dobj,"as hagrid 's story came to a close , he saw again the blinding flash of green light , more clearly than he had ever remembered it before -- and he remembered something else , for the first time in his life : a high , cold , cruel laugh ."
366,obj,watching,him,dobj,hagrid was watching him sadly .
366,obj,flattened,himself,dobj,"in danger of being speared on the end of an umbrella by a bearded giant , uncle vernon 's courage failed again ; he flattened himself against the wall and fell silent ."
366,obj,kill,you,dobj,same night he tried ter kill you .
366,obj,lock,him,dobj,"he 'd spent his life being clouted by dudley , and bullied by aunt petunia and uncle vernon ; if he was really a wizard , why had n't they been turned into warty toads every time they 'd tried to lock him in his cupboard ?"
366,obj,kick,him,dobj,"if he 'd once defeated the greatest sorcerer in the world , how come dudley had always been able to kick him around like a football ?"
366,obj,found,himself,dobj,"now he came to think about it ... every odd thing that had ever made his aunt and uncle furious with him had happened when he , harry , had been upset or angry ... chased by dudley 's gang , he had somehow found himself out of their reach ... dreading going to school with that ridiculous haircut , he 'd managed to make it grow back ... and the very last time dudley had hit him , had n't he got his revenge , without even realizing he was doing it ?"
366,obj,hit,him,dobj,"now he came to think about it ... every odd thing that had ever made his aunt and uncle furious with him had happened when he , harry , had been upset or angry ... chased by dudley 's gang , he had somehow found himself out of their reach ... dreading going to school with that ridiculous haircut , he 'd managed to make it grow back ... and the very last time dudley had hit him , had n't he got his revenge , without even realizing he was doing it ?"
366,obj,whirled,it,dobj,"hagrid seized his umbrella and whirled it over his head , `` never , '' he thundered , `` - insult- albus- dumbledore- in- front- of- me ! ''"
366,obj,asked,harry,dobj,asked harry .
366,obj,drew,himself,dobj,hagrid drew himself up proudly .
366,obj,trust,me,dobj,"fetchin ' you gettin ' things from gringotts -- knows he can trust me , see ."
366,obj,stop,himself,dobj,"harry asked , before he could stop himself ."
366,obj,told,him,dobj,"if harry had n't known that the dursleys had no sense of humor , he might have thought so ; yet somehow , even though everything hagrid had told him so far was unbelievable , harry could n't help trusting him ."
366,obj,trusting,him,dobj,"if harry had n't known that the dursleys had no sense of humor , he might have thought so ; yet somehow , even though everything hagrid had told him so far was unbelievable , harry could n't help trusting him ."
366,obj,steered,him,dobj,"before he could mention this , hagrid had steered him inside ."
366,obj,tell,you,dobj,"`` delighted , mr. potter , just ca n't tell you , diggle 's the name , dedalus diggle . ''"
366,obj,remembers,me,dobj,he remembers me ! ''
366,obj,mind,you,dobj,"even professor quirrell was tremblin ' ter meet yeh -- mind you , he 's usually tremblin ' . ''"
366,obj,trusted,me,dobj,dumbledore 's trusted me .
366,obj,pulled,him,dobj,"they went rattling over an underground ravine , and harry leaned over the side to try to see what was down at the dark bottom , but hagrid groaned and pulled him back by the scruff of his neck ."
366,obj,stood,harry,dobj,"madam malkin stood harry on a stool next to him ) slipped a long robe over his head , and began to pin it to the right length ."
366,obj,mean,what,dobj,"`` they were a witch and wizard , if that 's what you mean . ''"
366,obj,find,me,dobj,"any problems with the dursleys , send me a letter with yer owl , she 'll know where to find me ... . see yeh soon , harry . ''"
366,obj,take,you,dobj,"all right , we 'll take you to king 's cross ."
366,subj,called,nephew,nsubjpass,"come to think of it , he was n't even sure his nephew was called harry ."
366,subj,hugged,man,nsubj,and the old man hugged mr. dursley around the middle and walked off .
366,subj,gone,it,nsubj,"he turned to smile at the tabby , but it had gone ."
366,subj,smiling,he,nsubj,instead he was smiling at a rather severe-looking woman who was wearing square glasses exactly the shape of the markings the cat had had around its eyes .
366,subj,celebrating,you,nsubj,when you could have been celebrating ?
366,subj,care,you,nsubj,would you care for a lemon drop ? ''
366,subj,know,you,nsubj,you know what everyone 's saying ?
366,subj,seemed,it,nsubj,"it seemed that professor mcgonagall had reached the point she was most anxious to discuss , the real reason she had been waiting on a cold , hard wall all day , for neither as a cat nor as a woman had she fixed dumbledore with such a piercing stare as she did now ."
366,subj,fixed,she,nsubj,"it seemed that professor mcgonagall had reached the point she was most anxious to discuss , the real reason she had been waiting on a cold , hard wall all day , for neither as a cat nor as a woman had she fixed dumbledore with such a piercing stare as she did now ."
366,subj,went,she,nsubj,professor mcgonagall 's voice trembled as she went on .
366,subj,took,he,nsubj,dumbledore gave a great sniff as he took a golden watch from his pocket and examined it .
366,subj,left,he,nsubj,they 're the only family he has left now . ''
366,subj,see,you,nsubj,"cara you see how much better off he 'll be , growing up away from all that until he 's ready to take it ? ''"
366,subj,getting,boy,nsubj,"but how is the boy getting here , dumbledore ? ''"
366,subj,said,professor,nsubj,"`` i 'm not saying his heart is n't in the right place , '' said professor mcgonagall grudgingly , `` but you ca n't pretend he 's not careless ."
366,subj,took,dumbledore,nsubj,dumbledore took harry in his arms and turned toward the dursleys ' house .
366,subj,bent,he,nsubj,"he bent his great , shaggy head over harry and gave him what must have been a very scratchy , whiskery kiss ."
366,subj,blew,mcgonagall,nsubj,professor mcgonagall blew her nose in reply .
366,subj,know,he,nsubj,"he could n't know that at this very moment , people meeting in secret all over the country were holding up their glasses and saying in hushed voices : `` to harry potter -- the boy who lived ! ''"
366,subj,looked,what,nsubj,"ten years ago , there had been lots of pictures of what looked like a large pink beach ball wearing different-colored bonnets -- but dudley dursley was no longer a baby , and now the photographs showed a large blond boy riding his first bicycle , on a carousel at the fair , playing a computer game with his father , being hugged and kissed by his mother ."
366,subj,heard,harry,nsubj,harry heard her walking toward the kitchen and then the sound of the frying pan being put on the stove .
366,subj,rolled,he,nsubj,he rolled onto his back and tried to remember the dream he had been having .
366,subj,having,he,nsubj,he rolled onto his back and tried to remember the dream he had been having .
366,subj,dare,you,nsubj,"and do n't you dare let it burn , i want everything perfect on duddy 's birthday . ''"
366,subj,groaned,harry,nsubj,harry groaned .
366,subj,forgotten,he,nsubj,dudley 's birthday -- how could he have forgotten ?
366,subj,got,harry,nsubj,harry got slowly out of bed and started looking for socks .
366,subj,found,he,nsubj,"he found a pair under his bed and , after pulling a spider off one of them , put them on ."
366,subj,used,harry,nsubjpass,"harry was used to spiders , because the cupboard under the stairs was full of them , and that was where he slept ."
366,subj,dressed,he,nsubjpass,when he was dressed he went down the hall into the kitchen .
366,subj,look,harry,nsubj,"harry did n't look it , but he was very fast ."
366,subj,wore,he,nsubj,he wore round glasses held together with a lot of scotch tape because of all the times dudley had punched him on the nose .
366,subj,liked,harry,nsubj,the only thing harry liked about his own appearance was a very thin scar on his forehead that was shaped like a bolt of lightning .
366,subj,had,he,nsubj,"he had had it as long as he could remember , and the first question he could ever remember asking his aunt petunia was how he had gotten it ."
366,subj,remember,he,nsubj,"he had had it as long as he could remember , and the first question he could ever remember asking his aunt petunia was how he had gotten it ."
366,subj,turning,harry,nsubj,uncle vernon entered the kitchen as harry was turning over the bacon .
366,subj,barked,he,nsubj,"he barked , by way of a morning greeting ."
366,subj,looked,vernon,nsubj,"about once a week , uncle vernon looked over the top of his newspaper and shouted that harry needed a haircut ."
366,subj,needed,harry,nsubj,"about once a week , uncle vernon looked over the top of his newspaper and shouted that harry needed a haircut ."
366,subj,had,harry,nsubj,harry must have had more haircuts than the rest of the boys in his class put
366,subj,frying,harry,nsubj,harry was frying eggs by the time dudley arrived in the kitchen with his mother .
366,subj,looked,dudley,nsubj,aunt petunia often said that dudley looked like a baby angel -- harry often said that dudley looked like a pig in a wig .
366,subj,looked,dudley,nsubj,aunt petunia often said that dudley looked like a baby angel -- harry often said that dudley looked like a pig in a wig .
366,subj,put,harry,nsubj,"harry put the plates of egg and bacon on the table , which was difficult as there was n't much room ."
366,subj,see,who,nsubj,"harry , who could see a huge dudley tantrum coming on , began wolfing down his bacon as fast as possible in case dudley turned the table over ."
366,subj,began,harry,nsubj,"harry , who could see a huge dudley tantrum coming on , began wolfing down his bacon as fast as possible in case dudley turned the table over ."
366,subj,looked,it,nsubj,it looked like hard work .
366,subj,said,he,nsubj,"finally he said slowly , `` so i 'll have thirty ... thirty ... ''"
366,subj,chuckled,vernon,nsubj,uncle vernon chuckled .
366,subj,ruffled,he,nsubj,he ruffled dudley 's hair .
366,subj,watched,vernon,nsubj,"at that moment the telephone rang and aunt petunia went to answer it while harry and uncle vernon watched dudley unwrap the racing bike , a video camera , a remote control airplane , sixteen new computer games , and a vcr ."
366,subj,ripping,he,nsubj,he was ripping the paper off a gold wristwatch when aunt petunia came back from the telephone looking both angry and worried .
366,subj,take,she,nsubj,she ca n't take him . ''
366,subj,left,harry,nsubjpass,"every year , harry was left behind with mrs. figg , a mad old lady who lived two streets away ."
366,subj,hated,harry,nsubj,harry hated it there .
366,subj,planned,he,nsubj,"said aunt petunia , looking furiously at harry as though he 'd planned this ."
366,subj,knew,harry,nsubj,"harry knew he ought to feel sorry that mrs. figg had broken her leg , but it was n't easy when he reminded himself it would be a whole year before he had to look at tibbles , snowy , mr. paws , and tufty again ."
